growth_rate,production,is_pareto,init_growth_rate,init_production
0.15487495,1e-04,False,0.43089055997461734,0.00010000000000000002
0.079881355,1e-04,False,0.43089055997461734,0.00010000000000000002
0.22946692,1e-04,False,0.43089055997461734,0.00010000000000000002
0.20355311,1e-04,False,0.43089055997461734,0.00010000000000000002
0.24272078,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3698641,1e-04,False,0.43089055997461734,0.00010000000000000002
0.27025783,1e-04,False,0.43089055997461734,0.00010000000000000002
0.40935364,1e-04,False,0.43089055997461734,0.00010000000000000002
0.110916644,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2267841,1e-04,False,0.43089055997461734,0.00010000000000000002
0.16892813,1e-04,False,0.43089055997461734,0.00010000000000000002
0.36380115,1e-04,False,0.43089055997461734,0.00010000000000000002
0.37717947,1e-04,False,0.43089055997461734,0.00010000000000000002
0.19905142,1e-04,False,0.43089055997461734,0.00010000000000000002
0.42351186,1e-04,False,0.43089055997461734,0.00010000000000000002
0.31625694,1e-04,False,0.43089055997461734,0.00010000000000000002
0.074270755,1e-04,False,0.43089055997461734,0.00010000000000000002
0.38473332,1e-04,False,0.43089055997461734,0.00010000000000000002
0.246045,1e-04,False,0.43089055997461734,0.00010000000000000002
0.34540483,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2634477,1e-04,False,0.43089055997461734,0.00010000000000000002
0.35854527,1e-04,False,0.43089055997461734,0.00010000000000000002
0.36920735,1e-04,False,0.43089055997461734,0.00010000000000000002
0.26984847,1e-04,False,0.43089055997461734,0.00010000000000000002
0.027085306,1e-04,False,0.43089055997461734,0.00010000000000000002
0.25453562,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3471463,1e-04,False,0.43089055997461734,0.00010000000000000002
0.06894157,1e-04,False,0.43089055997461734,0.00010000000000000002
0.20619729,1e-04,False,0.43089055997461734,0.00010000000000000002
0.17406595,1e-04,False,0.43089055997461734,0.00010000000000000002
0.19406301,1e-04,False,0.43089055997461734,0.00010000000000000002
0.37594163,1e-04,False,0.43089055997461734,0.00010000000000000002
0.13918535,1e-04,False,0.43089055997461734,0.00010000000000000002
0.22655869,1e-04,False,0.43089055997461734,0.00010000000000000002
0.23181327,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2217685,1e-04,False,0.43089055997461734,0.00010000000000000002
0.15320955,1e-04,False,0.43089055997461734,0.00010000000000000002
0.29037037,1e-04,False,0.43089055997461734,0.00010000000000000002
0.34222335,1e-04,False,0.43089055997461734,0.00010000000000000002
0.1429582,1e-04,False,0.43089055997461734,0.00010000000000000002
0.38305992,1e-04,False,0.43089055997461734,0.00010000000000000002
0.33468306,1e-04,False,0.43089055997461734,0.00010000000000000002
0.121136166,1e-04,False,0.43089055997461734,0.00010000000000000002
0.26319104,1e-04,False,0.43089055997461734,0.00010000000000000002
0.23128903,1e-04,False,0.43089055997461734,0.00010000000000000002
0.18318693,1e-04,False,0.43089055997461734,0.00010000000000000002
0.15299733,1e-04,False,0.43089055997461734,0.00010000000000000002
0.17282131,1e-04,False,0.43089055997461734,0.00010000000000000002
0.379284,1e-04,False,0.43089055997461734,0.00010000000000000002
0.21132937,1e-04,False,0.43089055997461734,0.00010000000000000002
0.4708237,1e-04,False,0.43089055997461734,0.00010000000000000002
0.46688586,1e-04,False,0.43089055997461734,0.00010000000000000002
8.216745e-14,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
1.9948198e-13,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
2.4641378e-14,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.69301414,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.37672234,1e-04,False,0.43089055997461734,0.00010000000000000002
2.861188e-14,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
3.9393475e-16,0.09064394,False,0.43089055997461734,0.00010000000000000002
0.4685369,1e-04,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.4719495,1e-04,False,0.43089055997461734,0.00010000000000000002
0.0,0.09064394,False,0.43089055997461734,0.00010000000000000002
0.29817352,1e-04,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.418193,1e-04,False,0.43089055997461734,0.00010000000000000002
0.37807173,1e-04,False,0.43089055997461734,0.00010000000000000002
1.9787778e-13,0.8868601,False,0.43089055997461734,0.00010000000000000002
0.41992584,0.00010000001,False,0.43089055997461734,0.00010000000000000002
0.036773548,0.5648819,False,0.43089055997461734,0.00010000000000000002
0.0,0.77899647,False,0.43089055997461734,0.00010000000000000002
0.0,0.5117447,False,0.43089055997461734,0.00010000000000000002
0.0,0.56577873,False,0.43089055997461734,0.00010000000000000002
0.22152863,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3207682,1e-04,False,0.43089055997461734,0.00010000000000000002
3.5948258e-14,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.44189155,1e-04,False,0.43089055997461734,0.00010000000000000002
0.5116712,1e-04,False,0.43089055997461734,0.00010000000000000002
0.49629813,1e-04,False,0.43089055997461734,0.00010000000000000002
3.7635625e-13,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
8.0183276e-14,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.47713578,1e-04,False,0.43089055997461734,0.00010000000000000002
0.51343215,1e-04,False,0.43089055997461734,0.00010000000000000002
0.51343215,1e-04,False,0.43089055997461734,0.00010000000000000002
0.48956552,1e-04,False,0.43089055997461734,0.00010000000000000002
0.51343215,1e-04,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.51343215,1e-04,False,0.43089055997461734,0.00010000000000000002
4.4384537e-13,0.90882576,False,0.43089055997461734,0.00010000000000000002
0.0,0.4483237,False,0.43089055997461734,0.00010000000000000002
0.0,0.045269515,False,0.43089055997461734,0.00010000000000000002
0.0,0.0,False,0.43089055997461734,0.00010000000000000002
