growth_rate,cost,is_pareto,init_growth_rate,init_cost
0.07661943,1103.5654,False,0.8217947382570283,1239.59670934
0.15124342,1594.1783,False,0.8217947382570283,1239.59670934
0.24691251,1198.6853,False,0.8217947382570283,1239.59670934
0.09997909,1492.6627,False,0.8217947382570283,1239.59670934
0.124865,1729.0125,False,0.8217947382570283,1239.59670934
0.35201144,1387.8221,False,0.8217947382570283,1239.59670934
0.34285548,600.70184,False,0.8217947382570283,1239.59670934
0.15074964,1315.7537,False,0.8217947382570283,1239.59670934
0.37136647,1694.2297,False,0.8217947382570283,1239.59670934
0.14649701,582.69257,False,0.8217947382570283,1239.59670934
0.12658869,929.92944,False,0.8217947382570283,1239.59670934
0.017194262,1745.5907,False,0.8217947382570283,1239.59670934
0.14267328,866.78845,False,0.8217947382570283,1239.59670934
0.1549481,1192.9937,False,0.8217947382570283,1239.59670934
0.046080202,726.0481,False,0.8217947382570283,1239.59670934
0.55265296,1354.4799,False,0.8217947382570283,1239.59670934
0.05687888,1708.2533,False,0.8217947382570283,1239.59670934
0.16478269,1109.3115,False,0.8217947382570283,1239.59670934
0.1978629,1222.7446,False,0.8217947382570283,1239.59670934
0.29192963,674.27124,False,0.8217947382570283,1239.59670934
0.1809981,602.5837,False,0.8217947382570283,1239.59670934
0.27981722,691.41364,False,0.8217947382570283,1239.59670934
0.27855188,1148.7129,False,0.8217947382570283,1239.59670934
0.20656492,959.84906,False,0.8217947382570283,1239.59670934
0.23612323,1637.9651,False,0.8217947382570283,1239.59670934
0.36811692,1496.0323,False,0.8217947382570283,1239.59670934
0.03410439,817.59503,False,0.8217947382570283,1239.59670934
0.0,1199.6492,False,0.8217947382570283,1239.59670934
0.32303846,1714.9437,False,0.8217947382570283,1239.59670934
0.24585354,725.4714,False,0.8217947382570283,1239.59670934
0.6337729,1070.9496,False,0.8217947382570283,1239.59670934
0.17439069,673.5094,False,0.8217947382570283,1239.59670934
0.48959222,2012.9563,False,0.8217947382570283,1239.59670934
0.25496408,1368.0677,False,0.8217947382570283,1239.59670934
0.1058746,1729.443,False,0.8217947382570283,1239.59670934
0.75719136,759.8925,False,0.8217947382570283,1239.59670934
0.18217172,1355.8715,False,0.8217947382570283,1239.59670934
0.12139142,1065.0057,False,0.8217947382570283,1239.59670934
0.22402532,1207.3569,False,0.8217947382570283,1239.59670934
0.38948768,1459.7302,False,0.8217947382570283,1239.59670934
0.49366072,1353.6448,False,0.8217947382570283,1239.59670934
0.14426786,1144.9187,False,0.8217947382570283,1239.59670934
0.4132364,1330.4363,False,0.8217947382570283,1239.59670934
0.09900883,1264.6523,False,0.8217947382570283,1239.59670934
0.41734672,1815.5133,False,0.8217947382570283,1239.59670934
0.45643616,772.0574,False,0.8217947382570283,1239.59670934
0.13024375,627.0162,False,0.8217947382570283,1239.59670934
0.5131692,761.8447,False,0.8217947382570283,1239.59670934
0.62602323,675.1981,False,0.8217947382570283,1239.59670934
0.26105484,1360.4248,False,0.8217947382570283,1239.59670934
0.20035826,834.82074,False,0.8217947382570283,1239.59670934
0.14935268,517.5817,False,0.8217947382570283,1239.59670934
0.5203041,1044.0885,False,0.8217947382570283,1239.59670934
0.34220538,579.4479,False,0.8217947382570283,1239.59670934
0.07209374,1244.5623,False,0.8217947382570283,1239.59670934
0.11126024,1047.535,False,0.8217947382570283,1239.59670934
0.059353705,1563.8765,False,0.8217947382570283,1239.59670934
0.1864512,1630.1714,False,0.8217947382570283,1239.59670934
0.0067470144,1585.5665,False,0.8217947382570283,1239.59670934
0.0070752506,1377.1267,False,0.8217947382570283,1239.59670934
0.489411,1070.9337,False,0.8217947382570283,1239.59670934
0.07535273,885.8802,False,0.8217947382570283,1239.59670934
0.07608691,1583.4948,False,0.8217947382570283,1239.59670934
0.15059453,883.7406,False,0.8217947382570283,1239.59670934
0.46773046,787.4506,False,0.8217947382570283,1239.59670934
0.12050109,903.08276,False,0.8217947382570283,1239.59670934
0.26660296,716.044,False,0.8217947382570283,1239.59670934
0.35041037,1374.3278,False,0.8217947382570283,1239.59670934
0.20075464,694.4922,False,0.8217947382570283,1239.59670934
0.32880875,1135.7073,False,0.8217947382570283,1239.59670934
0.045150235,1281.1581,False,0.8217947382570283,1239.59670934
0.08566647,1581.1183,False,0.8217947382570283,1239.59670934
0.07758319,954.89594,False,0.8217947382570283,1239.59670934
0.20688488,1480.7974,False,0.8217947382570283,1239.59670934
0.17967829,565.26355,False,0.8217947382570283,1239.59670934
0.10622387,1274.8015,False,0.8217947382570283,1239.59670934
0.080515616,1611.6506,False,0.8217947382570283,1239.59670934
0.3590092,1580.6857,False,0.8217947382570283,1239.59670934
0.31740505,1105.3248,False,0.8217947382570283,1239.59670934
0.3601948,1327.8099,False,0.8217947382570283,1239.59670934
0.1394576,1577.8878,False,0.8217947382570283,1239.59670934
0.08635932,1070.335,False,0.8217947382570283,1239.59670934
0.4028359,714.80994,False,0.8217947382570283,1239.59670934
